id,scene_id,l1_scene,l2_scene_label,application_type,application_type_source,product_type,target_complexity,design_style,persona_title,query_text
q5k_scene_026_0011,scene_026,教育学习,学习打卡/进度追踪 ★,学习辅助应用,l1_extension,form_flow,vague,Minimalism,学习辅助相关内容的真实使用者,我需要一个学习辅助应用的多步骤表单流程，我更在意第一眼能不能快速理解。尽量极简、留白多一些，先偏轻量一点，别做得太重。 先别堆太多功能入口。
q5k_scene_026_0012,scene_026,教育学习,学习打卡/进度追踪 ★,练习复盘应用,l1_extension,admin_panel,medium,Neumorphism,练习复盘相关内容的真实使用者,我在做一个练习复盘应用的管理后台，我想先把入口价值讲明白。页面里我至少想放一个进度统计和一个提醒设置，并且把勾选完成做得明显一些。用柔和拟物的感觉，手机上也要保持层级清楚。内容区之间最好有明确节奏，不要一股脑堆在一起。
q5k_scene_026_0013,scene_026,教育学习,学习打卡/进度追踪 ★,知识整理应用,l1_extension,dashboard,complex,Neumorphism,知识整理相关内容的真实使用者,我想做一个面向希望减少遗漏的人的知识整理应用数据看板，核心目标是让每天的动作更省心。 请把结构至少拆成分组区、分组区、进度统计这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑拖拽调整顺序和勾选完成，另外 同步失败反馈、已完成收起 这些状态也要有对应反馈。 用柔和拟物的感觉，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 请提前考虑信息量上涨后的扩展性，不要只适配少量示例数据。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0014,scene_026,教育学习,学习打卡/进度追踪 ★,备考陪练应用,l1_extension,dashboard,vague,Minimalism,备考陪练相关内容的真实使用者,我需要一个备考陪练应用的数据看板，希望打开以后就知道该往哪里看。尽量极简、留白多一些，最好手机上看也自然一点。 主信息和辅助信息要拉开层级。
q5k_scene_026_0015,scene_026,教育学习,学习打卡/进度追踪 ★,习惯养成应用,keyword_extension,form_flow,medium,Neumorphism,习惯养成相关内容的真实使用者,我在做一个习惯养成应用的多步骤表单流程，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个提醒设置和一个今日概览，并且把勾选完成做得明显一些。用柔和拟物的感觉，不同尺寸下都别破坏主要阅读顺序。我希望主要按钮和次要操作不要抢焦点。
q5k_scene_026_0016,scene_026,教育学习,学习打卡/进度追踪 ★,进展记录应用,keyword_extension,admin_panel,complex,Vibrant,进展记录相关内容的真实使用者,我想做一个面向希望减少遗漏的人的进展记录应用管理后台，核心目标是把流程理顺。 请把结构至少拆成提醒设置、今日概览、任务列表这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑快速新建和批量编辑，另外 逾期提示、空列表引导 这些状态也要有对应反馈。 颜色可以更鲜明活泼，内容会持续增长，所以不要只适配首屏。 请把状态反馈和操作后的可预期性考虑进去，不要只做静态排版。 如果需要做重点推荐区，请让它和常规内容区的权重区别足够明显。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0017,scene_026,教育学习,学习打卡/进度追踪 ★,进度追踪应用,xlsx_candidate,portfolio,vague,Minimalism,进度追踪相关内容的真实使用者,想请你帮我设计一个进度追踪应用的作品展示站，先保证结构清楚，后面再慢慢补细节。尽量极简、留白多一些，操作别绕，普通用户一看就会用最好。 先把进入页面后的第一步动作设计清楚。
q5k_scene_026_0018,scene_026,教育学习,学习打卡/进度追踪 ★,学习打卡应用,label_token_extension,dashboard,medium,Neumorphism,学习打卡相关内容的真实使用者,我在做一个学习打卡应用的数据看板，我想先把入口价值讲明白。页面里我至少想放一个任务列表和一个分组区，并且把提醒开关做得明显一些。用柔和拟物的感觉，手机上也要保持层级清楚。我希望用户看完首屏就知道这个页面值不值得继续往下看。
q5k_scene_026_0019,scene_026,教育学习,学习打卡/进度追踪 ★,学习辅助应用,l1_extension,form_flow,complex,Vibrant,学习辅助相关内容的真实使用者,我想做一个面向需要每天重复使用的人的学习辅助应用多步骤表单流程，核心目标是把流程理顺。 请把结构至少拆成任务列表、今日概览、提醒设置这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑批量编辑和快速新建，另外 已完成收起、同步失败反馈 这些状态也要有对应反馈。 颜色可以更鲜明活泼，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果会有多种内容类型混排，最好从规则上先区分清楚再排版。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0020,scene_026,教育学习,学习打卡/进度追踪 ★,练习复盘应用,l1_extension,admin_panel,vague,Minimalism,练习复盘相关内容的真实使用者,我需要一个练习复盘应用的管理后台，希望打开以后就知道该往哪里看。尽量极简、留白多一些，最好手机上看也自然一点。 主信息和辅助信息要拉开层级。
q5k_scene_026_0021,scene_026,教育学习,学习打卡/进度追踪 ★,知识整理应用,l1_extension,content_blog,medium,Vibrant,知识整理相关内容的真实使用者,我在做一个知识整理应用的内容平台，我想先把入口价值讲明白。页面里我至少想放一个今日概览和一个任务列表，并且把批量编辑做得明显一些。颜色可以更鲜明活泼，手机上也要保持层级清楚。请让用户在扫读和细看之间切换得自然一点。
q5k_scene_026_0022,scene_026,教育学习,学习打卡/进度追踪 ★,备考陪练应用,l1_extension,dashboard,complex,Vibrant,备考陪练相关内容的真实使用者,我想做一个面向希望减少遗漏的人的备考陪练应用数据看板，核心目标是让优先级更明确。 请把结构至少拆成今日概览、提醒设置、进度统计这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑快速新建和勾选完成，另外 已完成收起、同步失败反馈 这些状态也要有对应反馈。 颜色可以更鲜明活泼，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果会有多种内容类型混排，最好从规则上先区分清楚再排版。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0023,scene_026,教育学习,学习打卡/进度追踪 ★,习惯养成应用,keyword_extension,form_flow,vague,Minimalism,习惯养成相关内容的真实使用者,我在准备做一个习惯养成应用的多步骤表单流程，先保证结构清楚，后面再慢慢补细节。尽量极简、留白多一些，操作别绕，普通用户一看就会用最好。 我不想看到太重的学习成本。
q5k_scene_026_0024,scene_026,教育学习,学习打卡/进度追踪 ★,进展记录应用,keyword_extension,admin_panel,medium,Neumorphism,进展记录相关内容的真实使用者,我在做一个进展记录应用的管理后台，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个分组区和一个进度统计，并且把提醒开关做得明显一些。用柔和拟物的感觉，不同尺寸下都别破坏主要阅读顺序。我不希望用户反复来回跳转才能完成一个小动作。
q5k_scene_026_0025,scene_026,教育学习,学习打卡/进度追踪 ★,进度追踪应用,xlsx_candidate,portfolio,complex,Vibrant,进度追踪相关内容的真实使用者,我想做一个面向需要每天重复使用的人的进度追踪应用作品展示站，核心目标是把流程理顺。 请把结构至少拆成任务列表、进度统计、分组区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑勾选完成和拖拽调整顺序，另外 已完成收起、同步失败反馈 这些状态也要有对应反馈。 颜色可以更鲜明活泼，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果要加动效，希望它能服务于切换和定位，而不是只是装饰。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0026,scene_026,教育学习,学习打卡/进度追踪 ★,学习打卡应用,label_token_extension,dashboard,vague,Minimalism,学习打卡相关内容的真实使用者,我在准备做一个学习打卡应用的数据看板，我更在意第一眼能不能快速理解。尽量极简、留白多一些，不要太花，重点内容容易扫到就好。 主信息和辅助信息要拉开层级。
q5k_scene_026_0027,scene_026,教育学习,学习打卡/进度追踪 ★,学习辅助应用,l1_extension,form_flow,medium,Neumorphism,学习辅助相关内容的真实使用者,我在做一个学习辅助应用的多步骤表单流程，我想让用户不用想太多就能开始操作。页面里我至少想放一个提醒设置和一个进度统计，并且把快速新建做得明显一些。用柔和拟物的感觉，小屏下不要显得拥挤。我想让第一次使用的人也能很快找到下一步。
q5k_scene_026_0028,scene_026,教育学习,学习打卡/进度追踪 ★,练习复盘应用,l1_extension,admin_panel,complex,Vibrant,练习复盘相关内容的真实使用者,我想做一个面向想把事情安排清楚的人的练习复盘应用管理后台，核心目标是把流程理顺。 请把结构至少拆成提醒设置、提醒设置、今日概览这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑快速新建和批量编辑，另外 同步失败反馈、已完成收起 这些状态也要有对应反馈。 颜色可以更鲜明活泼，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 请提前考虑信息量上涨后的扩展性，不要只适配少量示例数据。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0029,scene_026,教育学习,学习打卡/进度追踪 ★,知识整理应用,l1_extension,admin_panel,vague,Luxury,知识整理相关内容的真实使用者,我在准备做一个知识整理应用的管理后台，先把核心信息讲清楚就行。高级感和杂志感要更强，操作别绕，普通用户一看就会用最好。 先别堆太多功能入口。
q5k_scene_026_0030,scene_026,教育学习,学习打卡/进度追踪 ★,备考陪练应用,l1_extension,dashboard,medium,Neumorphism,备考陪练相关内容的真实使用者,我在做一个备考陪练应用的数据看板，我希望首页先建立清晰的认知。页面里我至少想放一个任务列表和一个今日概览，并且把批量编辑做得明显一些。用柔和拟物的感觉，移动端和桌面端都要顺手。别让页面看起来像模板拼接，至少要有一个明显记忆点。
q5k_scene_026_0031,scene_026,教育学习,学习打卡/进度追踪 ★,习惯养成应用,keyword_extension,form_flow,complex,Vibrant,习惯养成相关内容的真实使用者,我想做一个面向需要每天重复使用的人的习惯养成应用多步骤表单流程，核心目标是把流程理顺。 请把结构至少拆成进度统计、分组区、任务列表这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑拖拽调整顺序和提醒开关，另外 已完成收起、同步失败反馈 这些状态也要有对应反馈。 颜色可以更鲜明活泼，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果会有多种内容类型混排，最好从规则上先区分清楚再排版。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0032,scene_026,教育学习,学习打卡/进度追踪 ★,进展记录应用,keyword_extension,admin_panel,vague,Minimalism,进展记录相关内容的真实使用者,帮我先搭一个进展记录应用的管理后台，先把核心信息讲清楚就行。尽量极简、留白多一些，先偏轻量一点，别做得太重。 我更在意主要动作是不是够明显。
q5k_scene_026_0033,scene_026,教育学习,学习打卡/进度追踪 ★,进度追踪应用,xlsx_candidate,portfolio,medium,Neumorphism,进度追踪相关内容的真实使用者,我在做一个进度追踪应用的作品展示站，我希望首页先建立清晰的认知。页面里我至少想放一个分组区和一个任务列表，并且把提醒开关做得明显一些。用柔和拟物的感觉，移动端和桌面端都要顺手。重要信息需要能被快速扫到，次要信息再慢慢展开。
q5k_scene_026_0034,scene_026,教育学习,学习打卡/进度追踪 ★,学习打卡应用,label_token_extension,dashboard,complex,Vibrant,学习打卡相关内容的真实使用者,我想做一个面向需要每天重复使用的人的学习打卡应用数据看板，核心目标是让每天的动作更省心。 请把结构至少拆成任务列表、提醒设置、进度统计这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑勾选完成和拖拽调整顺序，另外 空列表引导、逾期提示 这些状态也要有对应反馈。 颜色可以更鲜明活泼，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 请把首次进入、继续浏览、准备离开这几个阶段的体验都顺一下。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0035,scene_026,教育学习,学习打卡/进度追踪 ★,学习辅助应用,l1_extension,form_flow,vague,Minimalism,学习辅助相关内容的真实使用者,想请你帮我设计一个学习辅助应用的多步骤表单流程，先把核心信息讲清楚就行。尽量极简、留白多一些，操作别绕，普通用户一看就会用最好。 我希望重点内容能自然落到视线中心。
q5k_scene_026_0036,scene_026,教育学习,学习打卡/进度追踪 ★,练习复盘应用,l1_extension,admin_panel,medium,Neumorphism,练习复盘相关内容的真实使用者,我在做一个练习复盘应用的管理后台，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个今日概览和一个任务列表，并且把快速新建做得明显一些。用柔和拟物的感觉，不同尺寸下都别破坏主要阅读顺序。如果内容会继续增加，结构也要能继续容纳下去。
q5k_scene_026_0037,scene_026,教育学习,学习打卡/进度追踪 ★,知识整理应用,l1_extension,landing_page,complex,Minimalism,知识整理相关内容的真实使用者,我想做一个面向想把事情安排清楚的人的知识整理应用落地页，核心目标是把流程理顺。 请把结构至少拆成今日概览、今日概览、任务列表这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑批量编辑和提醒开关，另外 同步失败反馈、已完成收起 这些状态也要有对应反馈。 尽量极简、留白多一些，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 请提前考虑信息量上涨后的扩展性，不要只适配少量示例数据。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0038,scene_026,教育学习,学习打卡/进度追踪 ★,备考陪练应用,l1_extension,dashboard,vague,Minimalism,备考陪练相关内容的真实使用者,帮我先搭一个备考陪练应用的数据看板，重点是看起来顺手、别太复杂。尽量极简、留白多一些，整体浏览节奏舒服就可以。 先保证浏览顺序别乱。
q5k_scene_026_0039,scene_026,教育学习,学习打卡/进度追踪 ★,习惯养成应用,keyword_extension,form_flow,medium,Neumorphism,习惯养成相关内容的真实使用者,我在做一个习惯养成应用的多步骤表单流程，我想先把入口价值讲明白。页面里我至少想放一个进度统计和一个提醒设置，并且把勾选完成做得明显一些。用柔和拟物的感觉，手机上也要保持层级清楚。请让用户在扫读和细看之间切换得自然一点。
q5k_scene_026_0040,scene_026,教育学习,学习打卡/进度追踪 ★,进展记录应用,keyword_extension,admin_panel,complex,Vibrant,进展记录相关内容的真实使用者,我想做一个面向需要每天重复使用的人的进展记录应用管理后台，核心目标是把流程理顺。 请把结构至少拆成今日概览、分组区、任务列表这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑拖拽调整顺序和提醒开关，另外 已完成收起、同步失败反馈 这些状态也要有对应反馈。 颜色可以更鲜明活泼，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果要加动效，希望它能服务于切换和定位，而不是只是装饰。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0041,scene_026,教育学习,学习打卡/进度追踪 ★,进度追踪应用,xlsx_candidate,portfolio,vague,Minimalism,进度追踪相关内容的真实使用者,我需要一个进度追踪应用的作品展示站，重点是看起来顺手、别太复杂。尽量极简、留白多一些，最好手机上看也自然一点。 内容分组先不要太碎。
q5k_scene_026_0042,scene_026,教育学习,学习打卡/进度追踪 ★,学习打卡应用,label_token_extension,dashboard,medium,Neumorphism,学习打卡相关内容的真实使用者,我在做一个学习打卡应用的数据看板，我希望首页先建立清晰的认知。页面里我至少想放一个分组区和一个任务列表，并且把提醒开关做得明显一些。用柔和拟物的感觉，移动端和桌面端都要顺手。希望信息区块之间有明显主次，不要平均用力。
q5k_scene_026_0043,scene_026,教育学习,学习打卡/进度追踪 ★,学习辅助应用,l1_extension,form_flow,complex,Vibrant,学习辅助相关内容的真实使用者,我想做一个面向希望减少遗漏的人的学习辅助应用多步骤表单流程，核心目标是把流程理顺。 请把结构至少拆成进度统计、任务列表、分组区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑批量编辑和提醒开关，另外 逾期提示、空列表引导 这些状态也要有对应反馈。 颜色可以更鲜明活泼，内容会持续增长，所以不要只适配首屏。 请把状态反馈和操作后的可预期性考虑进去，不要只做静态排版。 我希望用户在任何位置都知道自己当前所处层级，不想出现迷路感。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0044,scene_026,教育学习,学习打卡/进度追踪 ★,练习复盘应用,l1_extension,admin_panel,vague,Minimalism,练习复盘相关内容的真实使用者,我在准备做一个练习复盘应用的管理后台，先保证结构清楚，后面再慢慢补细节。尽量极简、留白多一些，操作别绕，普通用户一看就会用最好。 先保证浏览顺序别乱。
q5k_scene_026_0045,scene_026,教育学习,学习打卡/进度追踪 ★,知识整理应用,l1_extension,form_flow,medium,Material,知识整理相关内容的真实使用者,我在做一个知识整理应用的多步骤表单流程，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个今日概览和一个任务列表，并且把快速新建做得明显一些。交互反馈要清晰一些，接近 Material，不同尺寸下都别破坏主要阅读顺序。我不希望用户反复来回跳转才能完成一个小动作。
q5k_scene_026_0046,scene_026,教育学习,学习打卡/进度追踪 ★,备考陪练应用,l1_extension,dashboard,complex,Vibrant,备考陪练相关内容的真实使用者,我想做一个面向需要每天重复使用的人的备考陪练应用数据看板，核心目标是让优先级更明确。 请把结构至少拆成今日概览、今日概览、提醒设置这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑快速新建和勾选完成，另外 空列表引导、逾期提示 这些状态也要有对应反馈。 颜色可以更鲜明活泼，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 我希望页面不是只有展示，还要能支持后续的判断、比较或继续操作。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0047,scene_026,教育学习,学习打卡/进度追踪 ★,习惯养成应用,keyword_extension,form_flow,vague,Minimalism,习惯养成相关内容的真实使用者,想请你帮我设计一个习惯养成应用的多步骤表单流程，先保证结构清楚，后面再慢慢补细节。尽量极简、留白多一些，操作别绕，普通用户一看就会用最好。 先把进入页面后的第一步动作设计清楚。
q5k_scene_026_0048,scene_026,教育学习,学习打卡/进度追踪 ★,进展记录应用,keyword_extension,admin_panel,medium,Neumorphism,进展记录相关内容的真实使用者,我在做一个进展记录应用的管理后台，我想先把入口价值讲明白。页面里我至少想放一个任务列表和一个分组区，并且把提醒开关做得明显一些。用柔和拟物的感觉，手机上也要保持层级清楚。内容区之间最好有明确节奏，不要一股脑堆在一起。
q5k_scene_026_0049,scene_026,教育学习,学习打卡/进度追踪 ★,进度追踪应用,xlsx_candidate,portfolio,complex,Vibrant,进度追踪相关内容的真实使用者,我想做一个面向希望减少遗漏的人的进度追踪应用作品展示站，核心目标是让每天的动作更省心。 请把结构至少拆成提醒设置、提醒设置、进度统计这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑勾选完成和拖拽调整顺序，另外 空列表引导、逾期提示 这些状态也要有对应反馈。 颜色可以更鲜明活泼，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 我希望页面不是只有展示，还要能支持后续的判断、比较或继续操作。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0050,scene_026,教育学习,学习打卡/进度追踪 ★,学习打卡应用,label_token_extension,dashboard,vague,Minimalism,学习打卡相关内容的真实使用者,帮我先搭一个学习打卡应用的数据看板，先保证结构清楚，后面再慢慢补细节。尽量极简、留白多一些，整体浏览节奏舒服就可以。 先别堆太多功能入口。
q5k_scene_026_0051,scene_026,教育学习,学习打卡/进度追踪 ★,学习辅助应用,l1_extension,form_flow,medium,Neumorphism,学习辅助相关内容的真实使用者,我在做一个学习辅助应用的多步骤表单流程，我想先把入口价值讲明白。页面里我至少想放一个分组区和一个进度统计，并且把拖拽调整顺序做得明显一些。用柔和拟物的感觉，手机上也要保持层级清楚。请让用户在扫读和细看之间切换得自然一点。
q5k_scene_026_0052,scene_026,教育学习,学习打卡/进度追踪 ★,练习复盘应用,l1_extension,admin_panel,complex,Vibrant,练习复盘相关内容的真实使用者,我想做一个面向希望减少遗漏的人的练习复盘应用管理后台，核心目标是让优先级更明确。 请把结构至少拆成任务列表、进度统计、分组区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑勾选完成和拖拽调整顺序，另外 已完成收起、同步失败反馈 这些状态也要有对应反馈。 颜色可以更鲜明活泼，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果要加动效，希望它能服务于切换和定位，而不是只是装饰。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0053,scene_026,教育学习,学习打卡/进度追踪 ★,知识整理应用,l1_extension,dashboard,vague,Neumorphism,知识整理相关内容的真实使用者,我在准备做一个知识整理应用的数据看板，先保证结构清楚，后面再慢慢补细节。用柔和拟物的感觉，操作别绕，普通用户一看就会用最好。 先把阅读顺序理顺最重要。
q5k_scene_026_0054,scene_026,教育学习,学习打卡/进度追踪 ★,备考陪练应用,l1_extension,dashboard,medium,Neumorphism,备考陪练相关内容的真实使用者,我在做一个备考陪练应用的数据看板，我想让用户不用想太多就能开始操作。页面里我至少想放一个进度统计和一个分组区，并且把勾选完成做得明显一些。用柔和拟物的感觉，小屏下不要显得拥挤。我想让第一次使用的人也能很快找到下一步。
q5k_scene_026_0055,scene_026,教育学习,学习打卡/进度追踪 ★,习惯养成应用,keyword_extension,form_flow,complex,Vibrant,习惯养成相关内容的真实使用者,我想做一个面向想把事情安排清楚的人的习惯养成应用多步骤表单流程，核心目标是把流程理顺。 请把结构至少拆成任务列表、任务列表、今日概览这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑批量编辑和快速新建，另外 空列表引导、逾期提示 这些状态也要有对应反馈。 颜色可以更鲜明活泼，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 我希望页面不是只有展示，还要能支持后续的判断、比较或继续操作。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0056,scene_026,教育学习,学习打卡/进度追踪 ★,进展记录应用,keyword_extension,admin_panel,vague,Minimalism,进展记录相关内容的真实使用者,我在准备做一个进展记录应用的管理后台，先保证结构清楚，后面再慢慢补细节。尽量极简、留白多一些，操作别绕，普通用户一看就会用最好。 先把阅读顺序理顺最重要。
q5k_scene_026_0057,scene_026,教育学习,学习打卡/进度追踪 ★,进度追踪应用,xlsx_candidate,portfolio,medium,Neumorphism,进度追踪相关内容的真实使用者,我在做一个进度追踪应用的作品展示站，我想让用户不用想太多就能开始操作。页面里我至少想放一个分组区和一个任务列表，并且把拖拽调整顺序做得明显一些。用柔和拟物的感觉，小屏下不要显得拥挤。我想让第一次使用的人也能很快找到下一步。
q5k_scene_026_0058,scene_026,教育学习,学习打卡/进度追踪 ★,学习打卡应用,label_token_extension,dashboard,complex,Vibrant,学习打卡相关内容的真实使用者,我想做一个面向想把事情安排清楚的人的学习打卡应用数据看板，核心目标是让每天的动作更省心。 请把结构至少拆成提醒设置、任务列表、今日概览这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑提醒开关和批量编辑，另外 已完成收起、同步失败反馈 这些状态也要有对应反馈。 颜色可以更鲜明活泼，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果要加动效，希望它能服务于切换和定位，而不是只是装饰。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0059,scene_026,教育学习,学习打卡/进度追踪 ★,学习辅助应用,l1_extension,form_flow,vague,Minimalism,学习辅助相关内容的真实使用者,帮我先搭一个学习辅助应用的多步骤表单流程，先保证结构清楚，后面再慢慢补细节。尽量极简、留白多一些，整体浏览节奏舒服就可以。 我会更关注首屏是不是干净。
q5k_scene_026_0060,scene_026,教育学习,学习打卡/进度追踪 ★,练习复盘应用,l1_extension,admin_panel,medium,Neumorphism,练习复盘相关内容的真实使用者,我在做一个练习复盘应用的管理后台，我想让用户不用想太多就能开始操作。页面里我至少想放一个提醒设置和一个进度统计，并且把快速新建做得明显一些。用柔和拟物的感觉，小屏下不要显得拥挤。请把页面的停顿点和继续阅读点设计清楚。
q5k_scene_026_0061,scene_026,教育学习,学习打卡/进度追踪 ★,知识整理应用,l1_extension,content_blog,complex,Vibrant,知识整理相关内容的真实使用者,我想做一个面向想把事情安排清楚的人的知识整理应用内容平台，核心目标是把流程理顺。 请把结构至少拆成任务列表、进度统计、提醒设置这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑勾选完成和快速新建，另外 同步失败反馈、已完成收起 这些状态也要有对应反馈。 颜色可以更鲜明活泼，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 不要只关注主流程，边缘状态和低频操作也要有合理落点。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0062,scene_026,教育学习,学习打卡/进度追踪 ★,备考陪练应用,l1_extension,dashboard,vague,Minimalism,备考陪练相关内容的真实使用者,想请你帮我设计一个备考陪练应用的数据看板，重点是看起来顺手、别太复杂。尽量极简、留白多一些，最好手机上看也自然一点。 信息密度可以低一点。
q5k_scene_026_0063,scene_026,教育学习,学习打卡/进度追踪 ★,习惯养成应用,keyword_extension,form_flow,medium,Neumorphism,习惯养成相关内容的真实使用者,我在做一个习惯养成应用的多步骤表单流程，我希望首页先建立清晰的认知。页面里我至少想放一个进度统计和一个分组区，并且把拖拽调整顺序做得明显一些。用柔和拟物的感觉，移动端和桌面端都要顺手。希望信息区块之间有明显主次，不要平均用力。
q5k_scene_026_0064,scene_026,教育学习,学习打卡/进度追踪 ★,进展记录应用,keyword_extension,admin_panel,complex,Vibrant,进展记录相关内容的真实使用者,我想做一个面向需要每天重复使用的人的进展记录应用管理后台，核心目标是让优先级更明确。 请把结构至少拆成提醒设置、提醒设置、进度统计这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑勾选完成和拖拽调整顺序，另外 空列表引导、逾期提示 这些状态也要有对应反馈。 颜色可以更鲜明活泼，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 我希望页面不是只有展示，还要能支持后续的判断、比较或继续操作。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0065,scene_026,教育学习,学习打卡/进度追踪 ★,进度追踪应用,xlsx_candidate,portfolio,vague,Minimalism,进度追踪相关内容的真实使用者,我需要一个进度追踪应用的作品展示站，我更在意第一眼能不能快速理解。尽量极简、留白多一些，先偏轻量一点，别做得太重。 信息密度可以低一点。
q5k_scene_026_0066,scene_026,教育学习,学习打卡/进度追踪 ★,学习打卡应用,label_token_extension,dashboard,medium,Neumorphism,学习打卡相关内容的真实使用者,我在做一个学习打卡应用的数据看板，我想让用户不用想太多就能开始操作。页面里我至少想放一个任务列表和一个今日概览，并且把提醒开关做得明显一些。用柔和拟物的感觉，小屏下不要显得拥挤。我想让第一次使用的人也能很快找到下一步。
q5k_scene_026_0067,scene_026,教育学习,学习打卡/进度追踪 ★,学习辅助应用,l1_extension,form_flow,complex,Vibrant,学习辅助相关内容的真实使用者,我想做一个面向想把事情安排清楚的人的学习辅助应用多步骤表单流程，核心目标是把流程理顺。 请把结构至少拆成进度统计、进度统计、提醒设置这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑勾选完成和快速新建，另外 同步失败反馈、已完成收起 这些状态也要有对应反馈。 颜色可以更鲜明活泼，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 请提前考虑信息量上涨后的扩展性，不要只适配少量示例数据。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_026_0068,scene_026,教育学习,学习打卡/进度追踪 ★,练习复盘应用,l1_extension,admin_panel,vague,Minimalism,练习复盘相关内容的真实使用者,我想做一个练习复盘应用的管理后台，重点是看起来顺手、别太复杂。尽量极简、留白多一些，整体浏览节奏舒服就可以。 我更在意主要动作是不是够明显。
